% Device,CC1942005
% File name,CC1942005_20240205_123147
% Cast time (UTC),2024-02-05 12:31:47
% Cast time (local),2024-02-05 09:31:47
% Sample type,Cast
% Cast data,Raw
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-22.9252237
% Start longitude,-43.1146685
% Start altitude,0.14200000464916229
% Start GPS horizontal error(Meter),9.2440004348754883
% Start GPS vertical error(Meter),15.701999664306641
% Start GPS number of satellites,7
% End latitude,-22.9251681
% End longitude,-43.114616
% End altitude,4.0879998207092285
% End GPS horizontal error(Meter),38.904998779296875
% End GPS vertical error(Meter),93.720001220703125
% End GPS number of satellites,7
% Cast duration (Seconds),98.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-10-28
% Temperature calibration date,2019-10-25
% Pressure calibration date,2019-10-23
% 
Time (Seconds),Pressure (Decibar),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter)
0.4,0,27.586483001708984,0.1042557954788208
0.6,-0.010917725982354298,27.581274032592773,0.10144716501235962
0.8,-0.00543130004820469,27.576248168945312,0.11440813541412354
1,-0.00486487991239315,27.573389053344727,0.11810338497161865
1.2,-0.0015652291857630729,27.579187393188477,0.13421821594238281
1.4,0.0055634239212380976,27.579288482666016,0.12551093101501465
1.6,-0.0015262533550615132,27.577804565429688,0.13571774959564209
1.8,-0.0042414265420056552,27.576955795288086,0.145257830619812
2,0.0039801373315970778,27.575126647949219,0.13233298063278198
2.2,-0.0058446778841538816,27.575038909912109,0.13493800163269043
2.4,-0.0041843933074261486,27.577827453613281,0.13970714807510376
2.6,-0.012367935024643728,27.585630416870117,0.14348453283309937
2.8,-0.0041463711510409951,27.585752487182617,0.15386402606964111
3,0.00024809769082345667,27.586887359619141,0.15786820650100708
3.2,-0.015592495112818128,27.586282730102539,0.151655912399292
3.4,-0.006277066798297426,27.583869934082031,0.1610981822013855
3.6,-0.008992239985241568,27.578929901123047,0.14665406942367554
3.8,-0.013895142054021648,27.574411392211914,0.15803313255310059
4,-0.0089542178288564145,27.568611145019531,0.15929144620895386
4.2,-0.0236999925172654,27.557924270629883,0.15572512149810791
4.4,-0.017665203851180422,27.553638458251953,0.15303999185562134
4.6,-0.0078033201533589391,27.564762115478516,0.18108111619949341
4.8,-0.019814910576631206,27.603330612182617,0.17486923933029175
5,-0.024170403587794098,27.624202728271484,0.15009212493896484
5.2,-0.02196461730208199,27.62730598449707,0.13681137561798096
5.4,-0.018664012901133731,27.615053176879883,0.11418431997299194
5.6,-0.013724042350284904,27.586706161499023,0.088090300559997559
5.8,-0.018625990744748577,27.566326141357422,0.072446227073669434
6,-0.010404426871145844,27.572484970092773,0.055532932281494141
6.2,-0.014213464499007955,27.580883026123047,0.047582805156707764
6.4,-0.017476046743569285,27.571741104125977,0.024626970291137695
6.6,-0.011441258077484307,27.558168411254883,0.026075601577758789
7.6,-0.015174251392574334,27.592758178710938,27.786464691162109
7.8,0.059765413982493243,27.589069366455078,36393.13671875
8,0.075642121593888945,27.594108581542969,39870.0625
8.2,0.084411094525108865,27.677566528320312,42323.57421875
8.4,0.10302294007595769,27.817340850830078,40495.87890625
8.6,0.14023334214536121,27.91716194152832,42455.3203125
8.8,0.1566622271859579,27.983196258544922,42740.6953125
9,0.15503901109129892,28.027408599853516,42738.4765625
9.2,0.18021213593902274,28.056550979614258,42735.484375
9.4,0.27648931046936376,28.077325820922852,42755.9921875
9.6,0.35635661103730243,28.098264694213867,42765.34375
9.8,0.36786072190797725,28.106389999389648,42926.40234375
10,0.33014284028597451,28.1129093170166,43084.54296875
10.2,0.33180217118838584,28.127817153930664,43079.80078125
10.4,0.38323185731540654,28.133882522583008,43078.39453125
10.6,0.45052496202152881,28.128561019897461,43074.8046875
10.8,0.51562843049718232,28.11433219909668,43074.9921875
11,0.5610461537335798,28.106052398681641,43065.1015625
11.2,0.588962045915288,28.101299285888672,43074.84375
11.4,0.5944475181751212,28.097354888916016,43061.125
11.6,0.59884007966835284,28.093677520751953,43073.1953125
11.8,0.60816313737740479,28.085182189941406,43060.109375
12,0.6196653408994468,28.073593139648438,43065.5234375
12.2,0.6399203672974636,28.07159423828125,43050.65625
12.4,0.6826067672916718,28.071910858154297,43006.03125
12.6,0.73404122179027453,28.062841415405273,42996.109375
12.8,0.79696459077862336,28.004959106445312,42957.609375
13,0.83089912157117141,27.937099456787109,42961.16796875
13.2,0.83693391023725638,27.890104293823242,42950.9375
13.4,0.84351610796095677,27.864236831665039,42960.01953125
13.6,0.82384460542830951,27.859285354614258,42991.4765625
13.8,0.82058106950943177,27.862752914428711,43001.6875
14,0.81677107820725325,27.850288391113281,42995.0546875
14.2,0.80694435564286948,27.836042404174805,42981.27734375
14.4,0.8053220932225269,27.817594528198242,42987.59375
14.6,0.81573424700091479,27.805545806884766,42982.09375
14.8,0.83325699648242768,27.797172546386719,42963.015625
15,0.86773893633259291,27.802959442138672,42952.375
15.2,0.901124150718891,27.813339233398438,42943.98828125
15.4,0.919197170280972,27.809377670288086,42924.8046875
15.6,0.94711306246268023,27.798122406005859,42932.078125
15.8,0.97229572405356812,27.784702301025391,42936.6953125
16,0.99200810976554976,27.775108337402344,42936.76953125
16.2,1.0199259092958908,27.767864227294922,42941.89453125
16.4,1.0369031570684211,27.759880065917969,42947.6640625
16.6,1.0489537233223949,27.75555419921875,42944.6640625
16.8,1.0653873767345718,27.748981475830078,42935.2265625
17,1.0922113118239949,27.743400573730469,42939.34765625
17.2,1.1245064764666406,27.739070892333984,42932.77734375
17.4,1.1562561394003019,27.733867645263672,42939.31640625
17.6,1.2066043588525197,27.727592468261719,42999.640625
17.8,1.2564061229214349,27.718372344970703,43068.359375
18,1.285422555264276,27.709177017211914,43084.72265625
18.2,1.3445235975924685,27.698623657226562,43109.5
18.4,1.3817463974279853,27.694301605224609,43130.0546875
18.6,1.4167795610330352,27.690713882446289,43140.69140625
18.8,1.4556464953900363,27.690519332885742,43133.1328125
19,1.4709777012924477,27.688671112060547,43149.171875
19.2,1.4841316687305035,27.68559455871582,43131.30078125
19.4,1.5011146385489305,27.687995910644531,43138.3984375
19.6,1.5383383920587637,27.685665130615234,43142.32421875
19.8,1.5525805018918408,27.690252304077148,43152.84375
20,1.5618978375549943,27.690498352050781,43137.453125
20.2,1.58107044360389,27.687721252441406,43155.6171875
20.4,1.5958618698432154,27.689346313476562,43145.328125
20.6,1.6051811128550018,27.686313629150391,43142.16015625
20.8,1.6238024951490164,27.685325622558594,43154.1328125
21,1.6364061925065059,27.684944152832031,43148.28125
21.2,1.6626884405842102,27.681911468505859,43156.91015625
21.4,1.6818562782615238,27.681293487548828,43162.703125
21.6,1.7059488901087594,27.677812576293945,43170.640625
21.8,1.7322359065580457,27.676240921020508,43165.3671875
22,1.7628907513764744,27.67411994934082,43166.89453125
22.2,1.7919129057652139,27.672079086303711,43194.484375
22.4,1.7995889679298323,27.67424201965332,43185.05078125
22.6,1.7924945222819506,27.671123504638672,43171.48046875
22.8,1.7832113940779166,27.675737380981445,43158.34375
23,1.7794033101243727,27.676013946533203,43160.4140625
23.2,1.7985730551503192,27.680038452148438,43165.24609375
23.4,1.8330645317436485,27.680343627929688,43212.79296875
23.6,1.8817857828120754,27.681022644042969,43256.703125
23.8,1.8998578486998383,27.683273315429688,43271.59375
24,1.9113695889650426,27.683589935302734,43264.04296875
24.2,1.9124834181584713,27.683830261230469,43232.0546875
24.4,1.9135962936775819,27.685077667236328,43220.5546875
24.6,1.9158039873119268,27.685619354248047,43222.73828125
24.8,1.9147272266005686,27.684886932373047,43218.453125
25,1.9207677373125502,27.6870174407959,43214.97265625
25.2,1.9207838873677954,27.689901351928711,43219.8984375
25.4,1.9388626289757731,27.690778732299805,43238.24609375
25.6,1.981013064004161,27.690008163452148,43455.1171875
25.8,2.0171496287932911,27.694301605224609,43682.0078125
26,2.0729843365877922,27.713123321533203,43747.5546875
26.2,2.0992684920141294,27.736824035644531,43775.8203125
26.4,2.1151585510659565,27.753459930419922,43718.8203125
26.6,2.1097034715679772,27.762893676757812,43608.4765625
26.8,2.1015151614791776,27.770359039306641,43597.25
27,2.0873063054309053,27.781158447265625,43641.1171875
27.2,2.1130449591482581,27.789546966552734,43626.81640625
