% Device,CC1942005
% File name,CC1942005_20240203_145433
% Cast time (UTC),2024-02-03 14:54:33
% Cast time (local),2024-02-03 11:54:33
% Sample type,Point measurement
% Cast data,Raw
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-22.9249913
% Start longitude,-43.1134191
% Start altitude,-3.3359999656677246
% Start GPS horizontal error(Meter),207.9949951171875
% Start GPS vertical error(Meter),636.35699462890625
% Start GPS number of satellites,3
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),105.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-10-28
% Temperature calibration date,2019-10-25
% Pressure calibration date,2019-10-23
% 
Time (Seconds),Pressure (Decibar),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter)
0.2,0,29.203359603881836,337.8802490234375
0.4,0.0065073370933532715,29.198610305786133,340.52947998046875
0.6,0.0048121213912963867,29.204689025878906,340.63165283203125
0.8,0.00038176774978637695,29.203571319580078,340.47787475585938
1,0.00579524040222168,29.201440811157227,340.5810546875
1.2,0.011208713054656982,29.201488494873047,340.46795654296875
1.4,0.0062328577041625977,29.200420379638672,340.66595458984375
1.6,0.0012560486793518066,29.197067260742188,340.62152099609375
1.8,0.0022940635681152344,29.205049514770508,340.6246337890625
2,0.010442674160003662,29.220222473144531,340.856689453125
2.2,-0.0098463296890258789,29.230522155761719,340.953369140625
2.4,-0.0088073611259460449,29.230659484863281,340.66525268554688
2.6,-0.0077693462371826172,29.230453491210938,340.6463623046875
2.8,0.0053011775016784668,29.225431442260742,340.6480712890625
3,0.00087177753448486328,29.224279403686523,340.40045166015625
3.2,0.00081688165664672852,29.230121612548828,340.25048828125
3.4,0.0051364898681640625,29.231349945068359,340.17291259765625
3.6,-0.0042157769203186035,29.231866836547852,339.9991455078125
3.8,0.000651240348815918,29.230766296386719,339.47222900390625
4,0.013721764087677002,29.222602844238281,339.52392578125
4.2,0.0049169063568115234,29.209043502807617,339.1558837890625
4.4,0.00540846586227417,29.198513031005859,338.662353515625
4.6,0.00043261051177978516,29.189788818359375,338.25335693359375
4.8,-0.0012635588645935059,29.166399002075195,337.8292236328125
5,0.0041508674621582031,29.159395217895508,337.71246337890625
5.2,-0.01231008768081665,29.165393829345703,337.23013305664062
